model,rmse,mae,n_predictions,lookback,forecast_horizon,lstm_units_1,lstm_units_2,device,validation_method
LSTM_PyTorch_ForwardFill,18.560150534175612,12.616178606125635,2105,20,5,64,32,cuda,forward_fill
